Education,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Children,Age,Partner,Family_Size,Age_Category,MntTotal,Cluster
Post Graduated,76045.0,0,0,78,760,53,400,17,93,0,1,4,5,11,2,0,0,0,1,0,0,0,0,63,Not Partner,1,Elderly,1323,0
Post Graduated,50870.0,0,1,13,53,0,8,0,0,2,1,2,0,3,5,0,0,0,0,0,0,0,1,71,Partner,3,Elderly,63,3
Graduated,15315.0,0,0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,0,53,Partner,2,Adult,64,1
Graduated,65463.0,1,0,17,391,32,70,21,32,16,2,6,2,9,5,0,1,0,0,0,0,0,1,49,Partner,3,Adult,562,0
Graduated,66480.0,1,1,71,199,9,57,20,21,6,7,4,1,7,4,0,0,0,0,0,0,0,2,58,Partner,4,Adult,312,3
Graduated,76773.0,0,0,79,516,56,449,86,33,16,1,2,2,11,1,0,0,0,0,0,0,0,0,69,Not Partner,1,Elderly,1156,0
Graduated,81698.0,0,0,1,709,45,115,30,160,45,1,8,2,5,5,0,0,0,1,0,0,1,0,40,Not Partner,1,Adult,1104,3
Post Graduated,54466.0,1,1,78,12,0,4,0,0,0,1,1,0,2,5,0,0,0,0,0,0,0,2,50,Not Partner,3,Adult,16,3
Post Graduated,98777.0,0,0,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,0,63,Not Partner,1,Elderly,2008,1
Post Graduated,16269.0,1,0,75,19,3,18,3,1,0,3,3,0,3,8,0,0,0,0,0,0,0,1,39,Not Partner,2,Adult,44,0
Graduated,71819.0,0,1,70,1224,28,140,0,14,168,3,3,3,5,6,0,1,1,0,0,0,0,1,52,Partner,3,Adult,1574,0
Post Graduated,33569.0,1,0,10,16,2,18,3,0,24,1,1,1,2,8,1,0,0,0,0,0,1,1,40,Partner,3,Adult,63,2
Post Graduated,36262.0,0,0,24,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,0,1,0,40,Partner,2,Adult,426,1
Not Graduated,22634.0,0,0,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,0,0,57,Partner,2,Adult,96,0
Graduated,47025.0,0,1,98,508,11,59,23,5,29,5,11,1,6,9,0,0,0,0,0,0,0,1,45,Partner,3,Adult,635,0
Graduated,70566.0,0,1,4,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,0,1,55,Not Partner,2,Adult,757,2
Post Graduated,31605.0,1,0,15,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,0,1,44,Partner,3,Adult,125,2
Post Graduated,52034.0,1,1,67,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,0,2,50,Not Partner,3,Adult,332,0
Graduated,48526.0,1,0,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,0,1,44,Not Partner,2,Adult,135,3
Graduated,46734.0,0,1,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,0,1,69,Partner,3,Elderly,330,2
Graduated,39552.0,1,1,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,0,1,2,61,Not Partner,3,Elderly,384,0
Graduated,86358.0,1,1,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,0,2,57,Not Partner,3,Adult,1722,3
Graduated,46931.0,2,1,94,41,0,17,3,1,16,2,1,1,3,3,0,0,0,0,0,0,0,3,46,Partner,5,Adult,78,1
Not Graduated,16581.0,0,0,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,0,0,38,Not Partner,1,Adult,24,0
Graduated,63998.0,0,0,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,1,0,71,Not Partner,1,Elderly,1168,0
Post Graduated,67381.0,0,1,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,0,1,72,Partner,3,Elderly,957,3
Graduated,25930.0,1,1,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,2,56,Not Partner,3,Adult,15,2
Graduated,42693.0,1,0,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,0,1,45,Partner,3,Adult,57,0
Graduated,85606.0,0,1,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,0,1,47,Partner,3,Adult,1956,0
Graduated,72903.0,0,0,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,1,0,38,Not Partner,1,Adult,2013,3
Graduated,49669.0,1,0,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,0,1,49,Partner,3,Adult,326,3
Post Graduated,36778.0,1,1,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,0,2,55,Partner,4,Adult,77,0
Post Graduated,85696.0,0,0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,0,61,Not Partner,1,Elderly,1313,1
Post Graduated,10979.0,0,0,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,0,34,Not Partner,1,Adult,30,1
Graduated,49678.0,0,1,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,0,1,62,Partner,3,Elderly,315,0
Post Graduated,56129.0,0,1,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0,1,70,Partner,3,Elderly,660,2
Graduated,37155.0,1,0,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,0,1,34,Partner,3,Adult,74,3
Graduated,21282.0,1,0,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,0,1,45,Not Partner,2,Adult,46,0
Post Graduated,33419.0,0,1,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,0,1,61,Not Partner,2,Elderly,86,3
Graduated,63285.0,0,0,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,0,0,78,Not Partner,1,Elderly,1103,2
Post Graduated,21255.0,1,0,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0,1,49,Partner,3,Adult,61,1
Graduated,42162.0,1,0,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,1,1,42,Partner,3,Adult,145,1
Graduated,54450.0,1,1,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,2,67,Partner,4,Elderly,684,0
Post Graduated,57744.0,0,1,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,0,1,69,Partner,3,Elderly,411,3
Graduated,26576.0,1,0,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,1,1,37,Not Partner,2,Adult,27,1
Post Graduated,57513.0,0,0,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,0,0,80,Not Partner,1,Elderly,1060,2
Graduated,68142.0,0,1,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,0,1,59,Partner,3,Adult,1459,3
Graduated,7500.0,0,1,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,0,1,44,Partner,3,Adult,18,1
Graduated,83145.0,0,0,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,1,0,49,Partner,2,Adult,1833,0
Post Graduated,54197.0,0,1,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,0,1,63,Partner,3,Elderly,237,3
Post Graduated,23091.0,1,1,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,0,2,60,Not Partner,3,Adult,48,1
Graduated,46049.0,1,1,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,1,2,47,Partner,4,Adult,515,2
Graduated,56715.0,0,0,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0,0,49,Partner,2,Adult,1020,0
Graduated,79410.0,0,0,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,0,0,62,Partner,2,Elderly,1370,0
Graduated,57304.0,0,1,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,0,1,72,Partner,3,Elderly,1026,2
Graduated,44375.0,0,1,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,0,1,58,Partner,3,Adult,301,3
Graduated,54450.0,1,1,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,2,67,Partner,4,Elderly,684,0
Graduated,59594.0,0,1,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,0,1,58,Partner,3,Adult,499,3
Graduated,80685.0,0,0,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0,0,29,Partner,2,Young,1004,3
Post Graduated,40344.0,0,1,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,0,1,49,Partner,3,Adult,218,1
Graduated,62710.0,0,1,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0,1,51,Partner,3,Adult,606,0
Graduated,48985.0,0,1,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0,1,55,Partner,3,Adult,75,2
Graduated,35322.0,1,2,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,0,3,55,Partner,5,Adult,106,3
Graduated,77142.0,0,0,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,0,75,Partner,2,Elderly,990,3
Graduated,81657.0,0,0,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,0,0,54,Not Partner,1,Adult,1097,1
Not Graduated,14421.0,0,0,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,0,0,27,Partner,2,Young,16,3
Graduated,20130.0,0,0,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,0,49,Partner,2,Adult,34,0
Post Graduated,74214.0,0,0,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0,0,33,Partner,2,Adult,1711,0
Post Graduated,66726.0,1,1,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,0,2,66,Partner,4,Elderly,438,0
Not Graduated,23724.0,1,0,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,0,1,44,Partner,3,Adult,75,1
Post Graduated,47353.0,0,1,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,0,1,63,Partner,3,Elderly,225,3
Post Graduated,33444.0,1,1,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,2,71,Partner,4,Elderly,18,3
Graduated,54386.0,0,1,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0,1,42,Partner,3,Adult,470,2
Graduated,28510.0,1,1,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,0,2,42,Not Partner,3,Adult,91,1
Post Graduated,90638.0,0,0,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,0,0,32,Not Partner,1,Adult,2525,3
Graduated,48070.0,0,1,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,0,1,73,Partner,3,Elderly,504,3
Graduated,43140.0,0,1,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,0,1,66,Partner,3,Elderly,235,3
Post Graduated,54959.0,0,1,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,1,1,62,Not Partner,2,Elderly,1232,1
Not Graduated,15056.0,1,1,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,0,2,65,Not Partner,3,Elderly,88,0
Graduated,26954.0,1,0,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,1,52,Not Partner,2,Adult,17,1
Graduated,22327.0,1,0,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,0,1,38,Not Partner,2,Adult,24,1
Graduated,44393.0,1,1,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,0,2,58,Partner,4,Adult,60,2
Post Graduated,62000.0,0,1,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,0,1,71,Not Partner,2,Elderly,1020,0
Post Graduated,31497.0,0,1,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,1,61,Partner,3,Elderly,155,1
Graduated,45894.0,0,2,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,0,2,49,Partner,4,Adult,51,3
Post Graduated,78579.0,0,0,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,1,0,53,Not Partner,1,Adult,1812,0
Post Graduated,67369.0,0,1,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,1,1,54,Not Partner,2,Adult,1461,1
Graduated,58401.0,0,1,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,1,63,Not Partner,2,Elderly,96,1
Graduated,62307.0,0,1,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,0,1,71,Not Partner,2,Elderly,160,2
Post Graduated,43641.0,1,1,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,0,2,54,Partner,4,Adult,139,0
Post Graduated,63841.0,0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,1,55,Not Partner,2,Adult,908,3
Graduated,46891.0,0,1,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,1,58,Partner,3,Adult,183,0
Post Graduated,70091.0,1,0,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,0,1,54,Partner,3,Adult,1161,3
Post Graduated,78075.0,0,0,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,0,0,51,Partner,2,Adult,988,1
Graduated,59184.0,0,1,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,0,1,62,Not Partner,2,Elderly,1072,1
Graduated,54809.0,1,1,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,0,2,46,Partner,4,Adult,174,2
Graduated,58113.0,0,1,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,0,1,64,Partner,3,Elderly,758,3
Post Graduated,51412.0,0,1,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,0,1,65,Partner,3,Elderly,195,0
Graduated,15287.0,1,0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,1,44,Not Partner,2,Adult,31,1
Post Graduated,66636.0,0,0,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,0,0,66,Partner,2,Elderly,1084,3
Post Graduated,50965.0,0,1,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,0,1,67,Partner,3,Elderly,685,2
Post Graduated,84618.0,0,0,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0,0,58,Partner,2,Adult,1672,0
Graduated,18351.0,0,0,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,0,0,33,Partner,2,Adult,43,0
Post Graduated,40451.0,0,2,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,0,2,66,Partner,4,Elderly,49,0
Graduated,36317.0,0,1,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,1,58,Partner,3,Adult,133,2
Graduated,42213.0,0,1,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,0,1,66,Partner,3,Elderly,363,0
Graduated,65748.0,0,1,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,0,1,68,Partner,3,Elderly,545,3
Graduated,77044.0,0,1,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,0,1,51,Partner,3,Adult,1065,1
Graduated,74918.0,0,0,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,0,0,54,Partner,2,Adult,2047,1
Graduated,56721.0,1,1,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,0,2,51,Partner,4,Adult,296,0
Graduated,42160.0,1,1,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,1,2,48,Not Partner,3,Adult,140,3
Graduated,61559.0,0,1,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0,1,58,Not Partner,2,Adult,530,3
Post Graduated,33629.0,1,1,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,0,2,60,Partner,4,Adult,152,0
Post Graduated,68682.0,0,0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,0,32,Partner,2,Adult,1598,0
Graduated,34377.0,0,1,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0,1,60,Not Partner,2,Adult,114,0
Not Graduated,8940.0,1,0,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,1,37,Not Partner,2,Adult,101,0
Graduated,26228.0,1,0,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,0,1,50,Partner,3,Adult,25,0
Graduated,77297.0,0,0,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,0,0,66,Not Partner,1,Elderly,789,1
Graduated,40211.0,1,1,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,0,2,42,Partner,4,Adult,87,3
Post Graduated,33438.0,1,1,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,0,2,65,Not Partner,3,Elderly,90,2
Post Graduated,75032.0,0,1,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,0,1,64,Partner,3,Elderly,1215,0
Post Graduated,61284.0,0,0,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,0,0,68,Not Partner,1,Elderly,811,3
Graduated,22518.0,1,0,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,1,1,37,Partner,3,Adult,61,0
Post Graduated,54730.0,0,1,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,0,1,48,Partner,3,Adult,405,3
Post Graduated,38452.0,1,1,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,2,68,Partner,4,Elderly,72,2
Graduated,44421.0,1,1,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0,2,52,Not Partner,3,Adult,189,1
Post Graduated,38197.0,1,0,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,0,1,37,Partner,3,Adult,40,0
Graduated,41986.0,0,1,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,0,1,45,Not Partner,2,Adult,63,0
Graduated,28427.0,1,0,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,0,1,40,Partner,3,Adult,52,0
Post Graduated,37395.0,1,0,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,0,1,47,Partner,3,Adult,39,0
Graduated,64722.0,1,0,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,0,1,52,Partner,3,Adult,805,0
Post Graduated,55249.0,0,1,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,0,1,67,Partner,3,Elderly,130,1
Graduated,84906.0,0,0,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,0,0,51,Partner,2,Adult,1631,2
Graduated,28691.0,1,0,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,1,34,Partner,3,Adult,34,1
Graduated,44213.0,1,1,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,0,2,71,Not Partner,3,Elderly,152,2
Not Graduated,25707.0,1,0,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,0,1,39,Not Partner,2,Adult,21,1
Post Graduated,59062.0,2,1,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,0,3,56,Partner,5,Adult,71,1
Graduated,76624.0,0,1,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,0,1,61,Not Partner,2,Elderly,899,3
Post Graduated,66000.0,0,0,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,0,0,76,Partner,2,Elderly,711,1
Post Graduated,27683.0,1,0,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,0,1,45,Partner,3,Adult,351,1
Graduated,1730.0,0,0,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,0,0,52,Not Partner,1,Adult,8,0
Not Graduated,7500.0,1,0,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,0,1,31,Not Partner,2,Adult,119,2
Graduated,40521.0,1,1,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,0,2,55,Partner,4,Adult,21,0
Post Graduated,20427.0,1,0,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,1,50,Partner,3,Adult,10,2
Graduated,65106.0,0,1,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,0,1,48,Partner,3,Adult,973,2
Post Graduated,69969.0,0,0,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,0,1,0,58,Partner,2,Adult,1536,3
Graduated,67433.0,0,2,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,0,2,71,Partner,4,Elderly,992,3
Post Graduated,77766.0,0,1,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,1,1,56,Partner,3,Adult,1529,2
Graduated,74716.0,0,1,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,0,1,51,Partner,3,Adult,860,3
Graduated,68118.0,0,1,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,1,60,Not Partner,2,Adult,928,0
Post Graduated,55158.0,1,1,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,1,2,53,Partner,4,Adult,418,3
Graduated,62972.0,0,1,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,1,1,68,Partner,3,Elderly,587,2
Graduated,74190.0,0,1,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,0,1,48,Partner,3,Adult,641,1
Graduated,39356.0,1,1,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,0,2,47,Partner,4,Adult,23,1
Graduated,76653.0,0,0,91,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,0,0,54,Partner,2,Adult,2279,0
Post Graduated,35860.0,1,1,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,2,50,Not Partner,3,Adult,49,3
Post Graduated,90687.0,0,0,98,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,1,0,40,Not Partner,1,Adult,1779,0
Post Graduated,73450.0,0,0,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,0,0,41,Partner,2,Adult,1804,1
Graduated,31454.0,1,1,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,0,2,63,Partner,4,Elderly,48,0
Graduated,47139.0,1,1,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,1,2,71,Not Partner,3,Elderly,83,3
Graduated,83829.0,0,0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,0,48,Not Partner,1,Adult,1862,2
Post Graduated,53378.0,1,1,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,1,2,60,Partner,4,Adult,793,0
Graduated,19656.0,1,0,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,0,1,53,Partner,3,Adult,84,2
Post Graduated,45579.0,0,1,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,0,1,75,Partner,3,Elderly,183,2
Graduated,85485.0,0,0,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,0,0,65,Not Partner,1,Elderly,1383,3
Graduated,55956.0,0,0,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,0,0,79,Partner,2,Elderly,999,1
Post Graduated,64191.0,0,1,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,0,1,60,Not Partner,2,Adult,825,1
Graduated,38808.0,1,0,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,0,1,1,51,Not Partner,2,Adult,246,0
Post Graduated,57183.0,1,1,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,0,2,57,Partner,4,Adult,610,1
Post Graduated,23748.0,1,0,97,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,0,1,55,Not Partner,2,Adult,76,0
Graduated,66303.0,0,1,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,0,1,52,Partner,3,Adult,1286,2
Post Graduated,37368.0,1,0,4,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,0,1,48,Partner,3,Adult,30,2
Graduated,40800.0,1,2,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1,0,3,59,Partner,5,Adult,99,0
Graduated,71847.0,0,0,95,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,0,0,45,Not Partner,1,Adult,1192,0
Graduated,46149.0,0,1,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,0,1,48,Partner,3,Adult,362,0
Graduated,78687.0,0,0,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,1,0,40,Partner,2,Adult,2130,0
Graduated,49118.0,0,0,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,0,1,0,52,Not Partner,1,Adult,1229,0
Post Graduated,37633.0,1,1,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,0,2,66,Partner,4,Elderly,38,3
Post Graduated,39767.0,0,0,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,0,0,72,Partner,2,Elderly,485,0
Not Graduated,26997.0,0,0,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,0,0,72,Partner,2,Elderly,434,1
Graduated,33986.0,1,0,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,0,1,53,Not Partner,2,Adult,44,2
Post Graduated,57091.0,0,1,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,0,1,1,51,Partner,3,Adult,496,0
Graduated,46831.0,1,1,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,0,2,54,Partner,4,Adult,78,0
Post Graduated,83151.0,0,0,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,0,1,0,51,Partner,2,Adult,2346,2
Graduated,52531.0,0,0,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,0,0,52,Partner,2,Adult,794,0
Graduated,15759.0,0,0,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,0,0,67,Partner,2,Elderly,17,0
Graduated,22804.0,1,0,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,1,52,Not Partner,2,Adult,26,2
Graduated,43050.0,1,0,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,0,1,50,Partner,3,Adult,76,1
Post Graduated,42997.0,1,1,91,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,0,0,2,46,Not Partner,3,Adult,15,3
Post Graduated,48918.0,1,1,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,2,60,Not Partner,3,Adult,62,2
Post Graduated,60033.0,0,1,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,0,1,69,Partner,3,Elderly,198,2
